Sr. No.,State,Work,Work ID,IDA,Hon'ble Members of Parliament,Elected/Nominated,Expenditure Date,Vendor Name,Payment Status,Fund Disbursed Amount ( ₹ )
100,Assam,Construction of additional rooms and halls in the existing public and community building,WS/MP071/2026-2027/182295,SIVASAGAR(Deputy Commissioner Sivsagar_IDA),Shri Pabitra Margherita (2022-28) (2022-2028),Elected MP,,PINKI LAHKAR,Payment In-Progress,358330
101,Rajasthan,Construction of public libraries and reading rooms,WS/MP18295/2024-2025/165483,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),Smt. Sonia Gandhi (2024-30) (2024-2030),Elected MP,,HUKAM SINGH CONSTRUCTION COMPANY,Payment In-Progress,49996
102,Uttar Pradesh,Construction of buildings for sports facilities,WS/MP188/2023-2024/84132,MUZAFFARNAGAR(DISTRICT MAGISTRATE MUZAFFARNAGAR_IDA),Shri Jayant Chaudhary (2022-28) (2022-2028),Elected MP,,RAMA SHAMYA CONT,Payment In-Progress,2040906
103,Puducherry,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP139/2026-2027/103181,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Shri S. Selvaganabathy (2021-27) (2021-2027),Elected MP,,Kanthakumar,Payment In-Progress,2903083
104,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190750,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
105,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190751,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
106,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190752,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
107,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190753,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
108,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190754,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
109,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190755,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
110,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190756,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
111,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190757,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
112,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190758,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
113,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190759,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
114,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190760,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
115,Rajasthan,Installing hand pumps,WS/MP146/2024-2025/138913,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Shri Mukul Wasnik (2022-28) (2022-2028),Elected MP,,Laxmi,Payment In-Progress,3000
116,West Bengal,Development of public parks,WS/MP18383/2024-2025/166507,NADIA(DISTRICT MAGISTRATE NADIA_IDA),Shri Samik Bhattacharya (2024-30) (2024-2030),Elected MP,,ROY CONSTRUCTION,Payment In-Progress,561235
117,Uttar Pradesh,Lighting of public spaces,WS/MP201/2023-2024/35268,Mahrajganj(DISTRICT MAGISTRAE MAHARAJGANJ_IDA),Smt. Sangeeta Yadav (2022-28) (2022-2028),Elected MP,,MS DIKSHA ENTERPRISES,Payment In-Progress,579040
118,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190778,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
119,Assam,Construction of rooms and halls in school and colleges,WS/MP071/2025-2026/223154,JORHAT(DEPUTY COMMISSIONER JORHAT_IDA),Shri Pabitra Margherita (2022-28) (2022-2028),Elected MP,,GUNIN ENTERPRISE,Payment In-Progress,500000
120,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190761,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
121,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190762,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
122,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190771,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
123,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190772,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
124,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190773,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
125,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190774,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
126,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190775,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
127,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190776,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
128,Odisha,Construction of community centers and community halls,WS/MP18283/2025-2026/229790,PURI(DISTRICT COLLECTOR PURI_IDA),Shri Subhasish Khuntia (2024-30) (2024-2030),Elected MP,,TAPABANTA SAHOO,Payment In-Progress,203972
129,Kerala,Purchase of furniture and fixtures for educational purposes,WS/MP096/2026-2027/145613,MALAPPURAM(DISTRICT COLLECTOR MALAPPURAM_IDA),Shri Abdul Wahab (2021-27) (2021-2027),Elected MP,,Manager,Payment In-Progress,48212
130,Uttar Pradesh,Lighting of public spaces,WS/MP18302/2024-2025/159476,RAE BARELI(DISTRICT MAGISTRATE RAE BARELI_IDA),Shri Sanjay Seth (2024-30) (2024-2030),Elected MP,,PROTON SOLAR PVT LTD,Payment In-Progress,955311
131,Karnataka,Construction of community centers and community halls,WS/MP086/2026-2027/209969,MANDYA(DEPUTY COMMISSIONER MANDYA_IDA),Shri G.C. Chandrashekhar (2024-30) (2024-2030),Elected MP,,G B BAIRAVA,Payment In-Progress,497263
132,Uttar Pradesh,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18303/2024-2025/149499,PRATAPGARH(DISTRICT MAGISTRAE PRATAPGARH_IDA),Shri Amar Pal Maurya (2024-30) (2024-2030),Elected MP,,SHANKAR BUILDING CONSTRUCTION,Payment In-Progress,47797
133,Rajasthan,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18295/2025-2026/192621,JAISALMER(DISTRICT COLLECTOR JAISLAMER_IDA),Smt. Sonia Gandhi (2024-30) (2024-2030),Elected MP,,RATHORE CONSTRUCTION COMPANY,Payment In-Progress,250000
134,Telangana,Construction of additional rooms and halls in the existing public and community building,WS/MP846/2026-2027/198252,SIDDIPET(District Collector Siddipet_IDA),Shri Damodar Rao Divakonda (2022-28) (2022-2028),Elected MP,,Chilla Shivakumar,Payment In-Progress,476344
135,West Bengal,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP888/2026-2027/251789,Cooch Behar(DISTRICT MAGISTRATE COOCHBEHAR_IDA),Shri Nagendra Ray (2023-29) (2023-2029),Elected MP,,ABUL HOSSAIN MIAH,Payment In-Progress,9710913
136,Tamil Nadu,Setting up of laboratories,WS/MP18435/2026-2027/281946,Kancheepuram(DISTRICT COLLECTOR KANCHEEPURAM_IDA),Smt. Rajathi (2025-31) (2025-2031),Elected MP,,SHERIN ENTERPRISES,Payment In-Progress,625000
137,Rajasthan,Installing hand pumps,WS/MP148/2024-2025/156295,DHOLPUR(DISTRICT COLLECTOR DHOLPUR_IDA),Shri Randeep Singh Surjewala (2022-28) (2022-2028),Elected MP,,VIMLESH,Payment In-Progress,3000
138,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2025-2026/213349,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,247846
139,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/213350,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,496379
140,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/259433,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,250000
141,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/259434,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,250000
142,Madhya Pradesh,Installing tube-wells and borewells,WS/MP106/2025-2026/180812,JABALPUR(DISTRICT COLLECTOR JABALPUR_IDA),Shri Vivek K. Tankha (2022-28) (2022-2028),Elected MP,,Gram Panchayat Kuda,Payment In-Progress,30000
143,Odisha,Construction of public toilets and bathrooms,WS/MP138/2026-2027/213992,Baleshwar(DISTRICT COLLECTOR BALESHWAR_IDA),Smt. Sulata Deo (2022-28) (2022-2028),Elected MP,,HARINARAYAN JENA,Payment In-Progress,250000
144,Jharkhand,Construction of rainwater harvesting structures,WS/MP18349/2025-2026/174325,CHATRA(DEPUTY COMMISSIONER CHATRA_IDA),Shri Pradip Kumar Varma (2024-30) (2024-2030),Elected MP,,District Engineer,Payment In-Progress,485042
145,Jharkhand,Construction of public toilets and bathrooms,WS/MP18385/2025-2026/235143,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,199900
146,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/228179,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,497154
147,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/213342,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,498446
148,Jharkhand,Construction of public irrigation facilities,WS/MP18385/2026-2027/247024,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,250000
149,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/197450,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,399149
150,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2025-2026/197454,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,250000
151,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2025-2026/197455,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,250000
152,Jharkhand,Construction of public irrigation facilities,WS/MP18385/2025-2026/180491,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,997390
153,Rajasthan,Purchase of mobile sanitation equipment,WS/MP18298/2025-2026/194481,BHARATPUR(DISTRICT COLLECTOR BHARATPUR_IDA),Shri Madan Rathore (2024-30) (2024-2030),Elected MP,,Parashram,Payment In-Progress,900
154,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2026-2027/269082,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,275000
155,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2026-2027/269083,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,224190
156,Chhattisgarh,Lighting of public spaces,WS/MP225/2025-2026/190777,SURGUJA(Collector Surguja_IDA),Smt. Ranjeet Ranjan (2022-28) (2022-2028),Elected MP,,STARCARE ENTERPRISES LLP,Payment In-Progress,249668
157,Jharkhand,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP18385/2025-2026/197458,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,499852
158,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261463,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
159,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261464,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
160,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261465,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
161,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261466,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
162,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261468,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
163,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261469,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
164,Jharkhand,Lighting of public spaces,WS/MP18385/2026-2027/261470,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
165,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261473,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
166,Jharkhand,Lighting of public spaces,WS/MP18385/2025-2026/261478,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,300000
167,Jharkhand,Construction of public toilets and bathrooms,WS/MP18385/2026-2027/261505,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,400000
168,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2025-2026/259422,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,991170
169,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2026-2027/259424,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,497564
170,Jharkhand,Establishing public ground water recharging facilities,WS/MP18385/2026-2027/259425,GIRIDIH(Deputy Commissioner Giridh_IDA),Dr. Sarfraz Ahmad (2024-30) (2024-2030),Elected MP,,Executive engineer,Payment In-Progress,498400
171,Assam,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP831/2025-2026/147359,CHIRANG(Deputy Commissioner Chirang_IDA),Shri Rwngwra Narzary (2022-28) (2022-2028),Elected MP,,Sunilal Basumatary,Payment In-Progress,125000
172,Rajasthan,Construction of bus-sheds or bus-stops,WS/MP18298/2025-2026/183139,PALI(DISTRICT COLLECTOR PALI_IDA),Shri Madan Rathore (2024-30) (2024-2030),Elected MP,,MS VR CONSTRUCTION BHAKRIWALA,Payment In-Progress,160635
173,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18373/2026-2027/283038,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,,GUMMUDU RAMAKRISHNA,Payment In-Progress,408100
174,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18373/2026-2027/283039,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,,GUMMUDU RAMAKRISHNA,Payment In-Progress,348991
175,Andhra Pradesh,Providing drains and gutters for public drainage,WS/MP18373/2026-2027/283040,Anakapalli(DISTRICT COLLECTOR ANAKAPALLI_IDA),Shri Yerram Venkata Subba Reddy (2024-30) (2024-2030),Elected MP,,GUMMUDU RAMAKRISHNA,Payment In-Progress,241800
176,Andhra Pradesh,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP032/2025-2026/200857,Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA),Shri S Niranjan Reddy (2022-28) (2022-2028),Elected MP,,Cheepurapalli Govinda,Payment In-Progress,10000
177,Andhra Pradesh,"Construction of rooms and facilities for hospitals, FWC , PHC Centers and ANM centers",WS/MP032/2025-2026/200857,Visakhapatnam(DISTRICT COLLECTOR VISAKHAPATNAM_IDA),Shri S Niranjan Reddy (2022-28) (2022-2028),Elected MP,,KUNISETTY KASHI VISWANATHA REDDY,Payment In-Progress,13000
178,Bihar,"Construction of roads, link roads, pathways or any other road with or without drainage system",WS/MP044/2025-2026/251324,PURBI CHAMPARAN(DISTRICT PLANNING OFFICER MOTHIHARI EAST CHAMPARAN_IDA),Shri Akhilesh Prasad Singh (2024-30) (2024-2030),Elected MP,,NASIMUL HODA ANSARI,Payment In-Progress,490432
179,Puducherry,Construction of public libraries and reading rooms,WS/MP139/2025-2026/158705,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Shri S. Selvaganabathy (2021-27) (2021-2027),Elected MP,,S P Elumalai and Sons,Payment In-Progress,1896830
180,Tamil Nadu,Construction of culverts and bridges,WS/MP18435/2026-2027/255473,TIRUCHIRAPPALLI(DISTRICT COLLECTOR TIRUCHIRAPPALLI_IDA),Smt. Rajathi (2025-31) (2025-2031),Elected MP,,Accord Advertising Agencies,Payment In-Progress,17420
181,Himachal Pradesh,Construction of community centers and community halls,WS/MP18304/2026-2027/302509,SHIMLA(DEPUTY COMMISSIONER SHIMLA_IDA),Shri Harsh Mahajan (2024-30) (2024-2030),Elected MP,,GP SAMOLI,Payment In-Progress,150000
182,Andhra Pradesh,Providing supply pipelines for drinking water,WS/MP18334/2025-2026/205192,Annamayya(DISTRICT COLLECTOR ANNAMAYYA_IDA),Shri Meda Raghunadha Reddy (2024-30) (2024-2030),Elected MP,,NEXTGEN INFRA,Payment In-Progress,2642547
183,Puducherry,Construction of boundary walls of existing public and community buildings,WS/MP139/2025-2026/54580,Puducherry(PROJECT DIRECTOR RDA PUDUCHERRY_IDA),Shri S. Selvaganabathy (2021-27) (2021-2027),Elected MP,,JENO maran Trust,Payment In-Progress,1363500
184,Haryana,Construction of rooms and halls in school and colleges,WS/MP18425/2025-2026/202246,PANCHKULA(DRDA PANCHKULA),Smt. Rekha Sharma (2024-28) (2024-2028),Elected MP,,SHRI BALAJI IRON AND CEMENT STORE,Payment In-Progress,23664
185,Haryana,Construction of rooms and halls in school and colleges,WS/MP18425/2025-2026/202246,PANCHKULA(DRDA PANCHKULA),Smt. Rekha Sharma (2024-28) (2024-2028),Elected MP,,SHRI BALAJI IRON AND CEMENT STORE,Payment In-Progress,38500
